000001,Australia and Oceania       ,Office Supplies,Online ,H,20160306,517073523,0303126.25
000350,Middle East and North Africa,Personal Care  ,Online ,C,20140315,439762818,0111391.70
000351,Central America and the Cari,Fruits         ,Online ,M,20171221,298485934,0018017.16
000352,Sub-Saharan Africa          ,Cereal         ,Online ,C,20150411,679677617,0050141.94
000353,Europe                      ,Snacks         ,Online ,L,20170515,989636695,0239583.30
000354,Sub-Saharan Africa          ,Beverages      ,Online ,H,20150821,254974496,0023082.84
000355,Middle East and North Africa,Baby Food      ,Offline,L,20190101,272614848,0157881.42
000356,Central America and the Cari,Fruits         ,Offline,H,20160702,659794080,0015869.85
000357,Australia and Oceania       ,Fruits         ,Online ,H,20140921,204061019,0012158.45
000358,Asia                        ,Baby Food      ,Online ,C,20110122,913276994,0748858.31
000359,Middle East and North Africa,Snacks         ,Online ,H,20200613,365615832,0149098.56
000360,North America               ,Clothes        ,Online ,M,20160724,259563863,0702820.81
000361,Central America and the Cari,Snacks         ,Offline,C,20111230,563919913,0291635.47
000362,Sub-Saharan Africa          ,Beverages      ,Offline,C,20100228,867795312,0137369.52
000363,Asia                        ,Baby Food      ,Offline,H,20100816,830613887,0571517.31
000364,Asia                        ,Clothes        ,Offline,H,20140615,632111966,0354935.53
000365,Sub-Saharan Africa          ,Beverages      ,Online ,M,20181117,522338378,0006076.08
000366,Europe                      ,Baby Food      ,Offline,H,20111209,371654450,0926582.75
000367,Middle East and North Africa,Clothes        ,Offline,L,20200806,120734012,0494398.09
000368,Central America and the Cari,Office Supplies,Online ,C,20191113,230563390,0970357.50
000369,Asia                        ,Personal Care  ,Offline,H,20121224,332441413,0141764.42
000370,Middle East and North Africa,Office Supplies,Online ,C,20150522,577979409,0733007.50
000371,Asia                        ,Fruits         ,Online ,L,20170417,289101207,0000785.66
000372,Europe                      ,Cereal         ,Online ,M,20100530,208043134,0304838.19
000373,Central America and the Cari,Fruits         ,Online ,M,20140910,247354018,0015438.46
000374,Central America and the Cari,Office Supplies,Offline,C,20190706,839895188,0316256.25
000375,Australia and Oceania       ,Clothes        ,Online ,H,20100525,688840472,0151139.52
000376,Middle East and North Africa,Baby Food      ,Online ,C,20170301,817676198,0710514.31
000377,Australia and Oceania       ,Beverages      ,Online ,M,20120422,520201194,0124465.68
000378,Asia                        ,Cosmetics      ,Online ,M,20120809,510526788,0882564.13
000379,Europe                      ,Meat           ,Offline,H,20200418,673076808,0414128.00
000380,Asia                        ,Fruits         ,Online ,M,20170927,512587583,0011835.51
000381,Europe                      ,Baby Food      ,Offline,C,20150712,504107940,0536528.44
000382,Sub-Saharan Africa          ,Baby Food      ,Online ,H,20150123,742999207,0846539.69
000383,Sub-Saharan Africa          ,Household      ,Online ,C,20131128,494935214,0196058.59
000384,Sub-Saharan Africa          ,Cereal         ,Online ,C,20110218,445902287,0110826.09
000385,Central America and the Cari,Personal Care  ,Offline,C,20120824,452199256,0116879.84
000386,Europe                      ,Baby Food      ,Offline,L,20150308,890437448,0870696.38
000387,Europe                      ,Meat           ,Offline,H,20110813,407540690,0526354.38
000388,Middle East and North Africa,Snacks         ,Online ,M,20170923,870745313,0096109.02
000389,Sub-Saharan Africa          ,Beverages      ,Offline,L,20130513,617600142,0007219.26
000390,Europe                      ,Office Supplies,Offline,L,20111217,305966508,0144430.00
000391,Central America and the Cari,Cosmetics      ,Offline,C,20120601,664018237,1148759.13
000392,Middle East and North Africa,Personal Care  ,Offline,L,20150219,240241658,0042602.00
000393,Europe                      ,Fruits         ,Offline,C,20160902,353435599,0020010.23
000394,Sub-Saharan Africa          ,Personal Care  ,Offline,H,20150203,142711389,0008169.56
000395,Asia                        ,Beverages      ,Offline,L,20150424,617492854,0136429.92
000396,Asia                        ,Personal Care  ,Online ,H,20130117,607516324,0161261.09
000397,Sub-Saharan Africa          ,Clothes        ,Online ,H,20101117,812830626,0257040.00
000398,Europe                      ,Personal Care  ,Offline,H,20121117,653797090,0048666.52
000399,Australia and Oceania       ,Baby Food      ,Offline,C,20190417,521089541,0079563.80
000400,Middle East and North Africa,Cereal         ,Online ,C,20100617,425694310,0111711.99
000401,Europe                      ,Clothes        ,Offline,C,20160513,448910224,0100319.04
000402,Europe                      ,Household      ,Online ,C,20150106,292348611,0216277.66
000403,Sub-Saharan Africa          ,Household      ,Offline,C,20120831,627933299,1370918.50
000404,Australia and Oceania       ,Vegetables     ,Offline,L,20170124,847900617,0094063.70
000405,Central America and the Cari,Vegetables     ,Online ,M,20100928,414799392,0455356.69
000406,Middle East and North Africa,Baby Food      ,Offline,H,20200629,211490952,0357270.22
000407,Asia                        ,Baby Food      ,Online ,C,20151025,291149127,0608902.75
000408,Sub-Saharan Africa          ,Meat           ,Offline,L,20100622,327260243,0139167.59
000409,Sub-Saharan Africa          ,Clothes        ,Online ,C,20140525,963623130,0466564.31
000410,Europe                      ,Baby Food      ,Online ,H,20170815,664349114,0433383.06
000411,Australia and Oceania       ,Vegetables     ,Offline,M,20170117,663862025,0024052.53
000412,Asia                        ,Clothes        ,Offline,L,20110126,916898190,0690703.19
000413,North America               ,Fruits         ,Online ,H,20150818,548506438,0009878.59
000414,Middle East and North Africa,Household      ,Online ,C,20160202,104048097,1491404.25
000415,Asia                        ,Snacks         ,Online ,C,20150511,199196994,0312754.09
000416,Middle East and North Africa,Office Supplies,Online ,C,20171106,169939458,0974271.25
000417,Asia                        ,Cereal         ,Offline,H,20130609,322574317,0510632.75
000418,Asia                        ,Vegetables     ,Offline,M,20141122,583712899,0156120.48
000419,Sub-Saharan Africa          ,Clothes        ,Offline,M,20200609,950279033,0553590.75
000420,Central America and the Cari,Household      ,Offline,L,20190213,139509046,0444487.88
000421,Sub-Saharan Africa          ,Office Supplies,Offline,H,20170708,538951766,0840698.75
000422,Europe                      ,Fruits         ,Offline,L,20130111,556468522,0000616.96
000423,Middle East and North Africa,Vegetables     ,Offline,L,20200804,470233142,0081500.83
000424,Sub-Saharan Africa          ,Household      ,Online ,M,20131115,178731954,1592996.75
000425,Europe                      ,Meat           ,Offline,C,20160303,550763785,0120005.60
000426,Central America and the Cari,Meat           ,Online ,L,20200311,275439965,0438209.19
000427,Middle East and North Africa,Household      ,Offline,C,20141026,812184321,0371898.13
000428,Australia and Oceania       ,Clothes        ,Offline,L,20111022,540733182,0280540.81
000429,Australia and Oceania       ,Meat           ,Offline,L,20190131,611135375,0422879.59
000430,Asia                        ,Office Supplies,Online ,M,20131228,893752229,1262500.00
000431,Australia and Oceania       ,Cosmetics      ,Offline,H,20121020,429257571,0992623.81
000432,Central America and the Cari,Cereal         ,Online ,H,20111201,578637731,0054748.62
000433,Australia and Oceania       ,Household      ,Offline,M,20140726,973191535,1302140.63
000434,Europe                      ,Cosmetics      ,Offline,H,20141023,864530313,0449627.81
000435,Sub-Saharan Africa          ,Snacks         ,Offline,H,20130720,474577891,0385924.88
000436,Middle East and North Africa,Snacks         ,Online ,H,20130312,545570600,0293289.66
000437,Sub-Saharan Africa          ,Fruits         ,Online ,M,20120422,990057265,0021210.41
000438,Sub-Saharan Africa          ,Beverages      ,Offline,C,20101214,440899217,0011447.46
000439,Europe                      ,Cereal         ,Offline,M,20160121,301270282,0126329.34
000440,Middle East and North Africa,Fruits         ,Offline,M,20140823,694656789,0007796.35
000441,Australia and Oceania       ,Office Supplies,Offline,H,20110421,914857566,0699298.75
000442,Europe                      ,Cereal         ,Offline,M,20120210,775983941,0863486.75
000443,Sub-Saharan Africa          ,Baby Food      ,Online ,L,20190425,162459743,0412485.59
000444,Sub-Saharan Africa          ,Personal Care  ,Online ,H,20150406,379021298,0242580.80
000445,Sub-Saharan Africa          ,Office Supplies,Offline,H,20100721,100717437,0427103.75
000446,Middle East and North Africa,Household      ,Online ,C,20170413,322909486,0819866.31
000447,Central America and the Cari,Snacks         ,Offline,C,20110818,311271274,0051941.88
000448,Europe                      ,Baby Food      ,Online ,M,20140115,751789128,0955149.06
000449,Sub-Saharan Africa          ,Office Supplies,Online ,H,20190930,600761878,0965181.25
000450,Europe                      ,Baby Food      ,Offline,M,20141008,234800851,0157593.84
000451,Europe                      ,Snacks         ,Offline,M,20130522,100829875,0367011.84
000452,Sub-Saharan Africa          ,Clothes        ,Online ,M,20200905,266085278,0690482.88
000453,Europe                      ,Clothes        ,Online ,M,20160629,868115890,0267174.72
000454,Middle East and North Africa,Fruits         ,Online ,C,20140407,764783036,0012411.50
000455,Middle East and North Africa,Fruits         ,Online ,H,20121122,684260547,0016281.96
000456,Asia                        ,Cereal         ,Offline,L,20121012,975034749,0292789.94
000457,Sub-Saharan Africa          ,Meat           ,Online ,L,20100627,255904471,0381810.00
000458,Asia                        ,Household      ,Online ,M,20141007,365981042,0128937.94
000459,Sub-Saharan Africa          ,Fruits         ,Offline,C,20191103,514688289,0015802.37
000460,North America               ,Fruits         ,Online ,M,20100926,431762540,0016833.85
000461,Europe                      ,Baby Food      ,Offline,H,20110602,817252624,0198142.63
000462,Central America and the Cari,Meat           ,Offline,H,20150409,191519868,0219648.00
000463,Middle East and North Africa,Baby Food      ,Offline,C,20111031,745238101,0131328.20
000464,Sub-Saharan Africa          ,Vegetables     ,Online ,C,20130715,689393651,0363376.28
000465,Sub-Saharan Africa          ,Vegetables     ,Offline,C,20180413,105285346,0323730.63
000466,Asia                        ,Beverages      ,Online ,C,20141009,494524514,0151087.69
000467,Asia                        ,Snacks         ,Online ,H,20191214,729034984,0358795.97
000468,Europe                      ,Personal Care  ,Offline,C,20200308,201053082,0123545.80
000469,Europe                      ,Beverages      ,Offline,C,20190521,173127639,0018322.20
000470,Sub-Saharan Africa          ,Cosmetics      ,Online ,C,20120409,628119981,0611153.06
000471,Sub-Saharan Africa          ,Beverages      ,Offline,L,20110211,719203937,0114036.12
000472,Europe                      ,Vegetables     ,Online ,L,20181225,119865834,0619873.50
000473,Europe                      ,Snacks         ,Offline,M,20130921,373904502,0303600.84
000474,Europe                      ,Office Supplies,Offline,C,20170618,845431268,0095192.50
000475,Sub-Saharan Africa          ,Office Supplies,Online ,L,20160525,968869960,1137007.50
000476,Middle East and North Africa,Household      ,Offline,H,20190815,698956906,0950627.25
000477,Europe                      ,Fruits         ,Online ,C,20101227,960740935,0008307.27
000478,Asia                        ,Beverages      ,Online ,H,20180823,499583375,0104561.82
000479,Europe                      ,Household      ,Offline,C,20130531,831158053,1158949.88
000480,Central America and the Cari,Beverages      ,Offline,M,20100526,391451299,0125170.38
000481,Sub-Saharan Africa          ,Meat           ,Online ,C,20100306,386761939,0017560.40
000482,Europe                      ,Beverages      ,Offline,C,20141025,743701303,0103309.02
000483,Middle East and North Africa,Clothes        ,Offline,M,20111107,559193217,0481325.75
000484,Sub-Saharan Africa          ,Fruits         ,Offline,H,20110917,350474011,0004586.23
000485,Australia and Oceania       ,Snacks         ,Offline,M,20100415,705092513,0077085.72
000486,Sub-Saharan Africa          ,Household      ,Online ,L,20150902,930910050,0965543.00
000487,Europe                      ,Baby Food      ,Offline,M,20100916,406100451,0287867.59
000488,Asia                        ,Snacks         ,Offline,C,20111109,829150044,0153234.06
000489,Middle East and North Africa,Vegetables     ,Online ,H,20100426,368857657,0128343.29
000490,Europe                      ,Fruits         ,Offline,L,20200314,414334619,0023319.16
